PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,LOG-PRICE,LOG-PROPERTYSQFT
1175000,2,2.0,1115.0,40.6915139,-73.935444,13.976778705560397,7.016609683894219
2880000,9,2.3738608579684373,2350.0,40.7832094,-73.7967588,14.873300852112129,7.762170607138205
798000,3,4.0,2150.0,40.5874844,-74.0701056,13.589863876431945,7.673223121121708
1685000,3,2.3738608579684373,2184.207862,40.7083434,-73.9081614,14.3372761217686,7.689008507244377
31000000,3,4.0,4492.0,40.764953,-73.977568,17.24949776244942,8.410053315858335
2550000,3,2.3738608579684373,2184.207862,40.5785288,-73.9655666,14.75160391713461,7.689008507244377
119000,3,2.3738608579684373,2184.207862,40.8841699,-73.8388387,11.686878772093667,7.689008507244377
269000,5,2.0,2184.207862,40.6534433,-73.741373,12.502466658583977,7.689008507244377
1650000,2,2.0,1065.0,40.7833546,-73.9499982,14.316285845876763,6.970730078143525
1650000,2,2.0,1065.0,40.7833546,-73.9499982,14.316285845876763,6.970730078143525
12950000,5,4.0,3344.0,40.7363219,-74.0018035,16.37660634610982,8.114922974204593
5750000,3,2.0,2223.0,40.736608,-73.9822819,15.564710412773533,7.706612913964197
250000,5,2.0,2184.207862,40.66911,-73.789339,12.429216196844383,7.689008507244377
950000,6,2.3738608579684373,3384.0,40.6499031,-73.7354706,13.764217263576723,8.126813720726114
585000,3,2.0,1100.0,40.5784263,-74.105437,13.279367126213993,7.003065458786462
8750000,6,6.0,2184.207862,40.6282935,-74.0379695,15.984564258333798,7.689008507244377
595000,3,1.0,1316.0,40.6239146,-73.9291226,13.296316684527767,7.182352111885263
215000,1,1.0,625.0,40.7267732,-74.002538,12.2783933071098,6.437751649736401
950000,1,1.0,621.0,40.7986579,-73.9679035,13.764217263576723,6.431331081933479
314000,3,1.0,1572.0,40.6362368,-73.939679,12.65714826489039,7.360103972989152
395000,5,1.0,1000.0,40.7700395,-73.9638872,12.886641043883259,6.907755278982137
600000,2,2.0,2184.207862,40.8429545,-73.8249591,13.304684934198283,7.689008507244377
790000,6,3.0,2520.0,40.6105856,-74.1268175,13.579788224443204,7.832014180505469
539000,2,2.0,1100.0,40.6170731,-74.0383836,13.197470849891134,7.003065458786462
1295000,4,2.0,1995.0,40.8809873,-73.9224337,14.074021253115776,7.598399329323964
245000,3,1.0,2184.207862,40.8690109,-73.8564445,12.409013489526863,7.689008507244377
400000,7,3.0,2385.0,40.8969146,-73.8654984,12.89921982609012,7.776954403322442
55000000,8,8.0,12000.0,40.782238,-73.9846322,17.822843743196746,9.392661928770137
280000,1,1.0,1000.0,40.6241766,-74.0216837,12.542544882151386,6.907755278982137
899000,3,2.0,1440.0,40.5159004,-74.2314825,13.709038313453757,7.272398392570047
2280000,2,2.0,1400.0,40.7986579,-73.9679035,14.639686000930624,7.24422751560335
649000,4,3.0,2184.207862,40.6813429,-73.9981509,13.383187995686226,7.689008507244377
739000,6,4.0,2184.207862,40.5877991,-73.9216187,13.513053199930338,7.689008507244377
1495000,4,2.3738608579684373,3000.0,40.5247627,-74.1681035,14.217636764806924,8.006367567650246
3950000,5,2.0,3528.0,40.6680619,-73.9748375,15.189226136877304,8.168486417126681
325000,2,1.0,979.0,40.7897507,-73.9487257,12.691580461311874,6.88653164253051
299999,3,1.0,2184.207862,40.7810583,-73.9808407,12.61153442029945,7.689008507244377
2695000,6,5.0,4720.0,40.8235127,-73.9467514,14.806908762325234,8.459564078579602
4800000,6,2.3738608579684373,3958.0,40.6178184,-74.0151165,15.38412647587812,8.28349412616251
694000,3,3.0,1360.0,40.5423126,-74.1555672,13.450227239488942,7.215239978730097
688888,4,2.0,2846.0,40.8726182,-73.8651768,13.442833982355687,7.953669778649798
400000,4,2.0,1980.0,40.665357,-73.8770867,12.89921982609012,7.590852123688581
346000,5,2.0,2184.207862,40.6837891,-73.8381042,12.75419405403986,7.689008507244377
400000,4,2.0,1980.0,40.665357,-73.8770867,12.89921982609012,7.590852123688581
346000,5,2.0,2184.207862,40.6837891,-73.8381042,12.75419405403986,7.689008507244377
265000,3,1.0,2184.207862,40.67538,-73.7472571,12.487485104968359,7.689008507244377
319000,3,2.0,1224.0,40.5604695,-74.1018925,12.672946381766982,7.1098794630722715
24800000,6,8.0,2184.207862,40.772929,-73.9635462,17.02635421113521,7.689008507244377
1100000,9,4.0,3276.0,40.8307115,-73.9424229,13.9108207377686,8.09437844497296
309000,6,2.0,2184.207862,40.5980695,-73.7632649,12.641096555879882,7.689008507244377
650000,3,2.0,1522.0,40.723245,-73.7293286,13.38472764187182,7.3277805384216315
799000,4,2.0,1975.0,40.5387812,-74.193378,13.591116224748411,7.5883236773352225
259000,3,2.0,1089.0,40.8246371,-73.8072061,12.464583340681674,6.9930151229329605
1195000,4,4.0,2704.0,40.5143019,-74.2044734,13.993656743347747,7.902487437162855
17500000,5,6.0,5499.0,40.7143354,-74.0087443,16.67771143889374,8.612321536507814
189000,2,2.0,966.0,40.6109595,-74.060351,12.14950229404178,6.873163834212518
759000,3,2.0,1200.0,40.7881763,-73.7877051,13.539757056377766,7.090076835776092
275000,4,1.0,2184.207862,40.6366859,-73.9488175,12.524526376648708,7.689008507244377
499000,1,1.0,630.0,40.7702318,-73.9610161,13.120361374733656,6.4457198193855785
1249000,3,2.3738608579684373,2184.207862,40.8822913,-73.9137305,14.037853789107714,7.689008507244377
69900,2,1.0,700.0,40.8224987,-73.8111568,11.154820928221902,6.551080335043404
1150000,12,6.0,5508.0,40.755049,-73.9136386,13.955272500339433,8.613956859848546
1749900,5,4.0,3740.0,40.824015,-73.9502067,14.375069201409838,8.226840890408578
1399000,3,4.0,1993.0,40.7566899,-73.72075,14.151268253647618,7.597396320212795
649000,3,2.0,1182.0,40.7302938,-73.8059248,13.383187995686226,7.074963197966044
499000,5,2.0,1760.0,40.8663864,-73.8878945,13.120361374733656,7.473069088032197
1050000,5,4.0,3132.0,40.8176549,-73.8197053,13.864300722133706,8.049427057110695
5000000,10,9.0,6425.0,40.7832598,-73.976047,15.424948470398375,8.76795190976342
90000,1,1.0,660.0,40.574451,-74.0929448,11.407564949312402,6.492239835020471
56000000,11,10.0,24000.0,40.7616,-73.9761913,17.840862248699423,10.085809109330082
650000,3,2.3738608579684373,1638.0,40.8454501,-73.8209766,13.38472764187182,7.401231264413015
500000,4,3.0,1794.0,40.7905714,-73.9753392,13.122363377404328,7.492203042618741
350000,2,1.0,490.0,40.5731273,-74.089182,12.765688433465597,6.194405391104672
1099000,4,2.0,2184.207862,40.5595612,-73.9147409,13.909911233385758,7.689008507244377
90000,1,1.0,450.0,40.8423705,-73.9234444,11.407564949312402,6.1092475827643655
839000,4,2.0,2184.207862,40.6590909,-73.8451972,13.639965985449344,7.689008507244377
659000,8,3.0,2184.207862,40.688533,-73.796529,13.398478813484644,7.689008507244377
659000,8,3.0,2184.207862,40.688533,-73.796529,13.398478813484644,7.689008507244377
399999,3,1.0,2184.207862,40.5950021,-73.7577376,12.899217326086994,7.689008507244377
250000,3,1.0,2184.207862,40.5997081,-73.9344974,12.429216196844383,7.689008507244377
1740000,2,2.0,1132.0,40.7986579,-73.9679035,14.369395671190711,7.0317412587631285
650000,4,2.0,2244.0,40.6968706,-73.7390395,13.38472764187182,7.716015266642587
1165000,3,4.0,3500.0,40.5397292,-74.2155251,13.968231644981937,8.160518247477505
729900,3,2.0,1150.0,40.5302132,-74.1981906,13.500662817439723,7.047517221357296
1880000,3,4.0,3150.0,40.5805262,-74.0061062,14.446782334806132,8.055157731819678
449000,2,2.0,1549.0,40.7577991,-73.7159564,13.01477816672439,7.3453648404168685
1175000,3,2.0,2250.0,40.57372,-73.8577786,13.976778705560397,7.718685495198466
2750000,3,2.0,2184.207862,40.7336687,-74.000518,14.827111469642754,7.689008507244377
995000,3,2.0,2184.207862,40.657686,-73.8489131,13.81049801614073,7.689008507244377
2000000,3,2.0,2000.0,40.7086444,-74.0161953,14.508657738524219,7.600902459542082
15000000,8,6.0,2184.207862,40.6948972,-73.9925741,16.523560759066484,7.689008507244377
2800000,4,6.0,8333.0,40.5861193,-74.1075476,14.845129975145433,9.027978814382207
2600000,5,4.0,3024.0,40.7780417,-73.7739629,14.77102200299171,8.014335737299424
3500000,6,6.0,6000.0,40.8229141,-73.9460622,15.068273526459642,8.699514748210191
550000,1,1.0,2184.207862,40.7887084,-73.9700091,13.217673557208654,7.689008507244377
769000,3,4.0,2184.207862,40.6291962,-74.1518654,13.55284624848778,7.689008507244377
675000,3,2.0,2400.0,40.610206,-73.91065,13.422467969854667,7.783224016336037
879000,4,2.0,1238.0,40.5273247,-74.1983282,13.686540176667314,7.121252453244542
918888,3,2.0,2184.207862,40.760703,-73.880887,13.730919522311313,7.689008507244377
2400000,4,2.0,1892.0,40.6674938,-73.9832146,14.690979295318174,7.545389749611823
1730000,6,2.3738608579684373,3024.0,40.765022,-73.7422005,14.363631966473962,8.014335737299424
425000,5,2.0,2184.207862,40.8159966,-73.8881001,12.959844447906553,7.689008507244377
2500000,5,2.3738608579684373,1450.0,40.7679673,-73.8246067,14.73180128983843,7.27931883541462
998000,4,4.0,2000.0,40.515251,-74.235145,13.813508555293602,7.600902459542082
1195000,4,4.0,2688.0,40.6296431,-74.1005274,13.993656743347747,7.89655270164304
1649000,3,2.0,2052.0,40.6164182,-74.0142443,14.315679601541737,7.62657020629066
955000,4,4.0,2100.0,40.551184,-74.1840649,13.769466619462868,7.649692623711514
949000,6,3.0,2184.207862,40.677393,-73.800094,13.763164077592064,7.689008507244377
880000,3,2.0,1743.0,40.7668312,-73.7911175,13.687677186454389,7.463363045520021
39995000,4,2.3738608579684373,10582.0,40.7164224,-74.0101197,17.504265004265058,9.266909723464076
1250000,8,2.3738608579684373,2184.207862,40.7600248,-73.9653546,14.038654109278484,7.689008507244377
899999,3,2.0,1784.0,40.5788586,-74.11209,13.71014893119472,7.486613313139955
198000,1,1.0,750.0,40.7127599,-73.83433,12.196022309676673,6.620073206530356
549000,5,3.0,496.0,40.8679701,-73.836565,13.215853720491667,6.206575926724928
1088888,3,4.0,1320.0,40.6090909,-73.9762651,13.900667549977717,7.1853870155804165
888000,4,2.0,2686.0,40.8130775,-73.8063357,13.696727021974308,7.895808377083183
65000,3,1.0,230.0,40.7120703,-73.9983258,11.082142548877775,5.438079308923196
1449999,3,2.0,2184.207862,40.7697773,-73.9014478,14.187073424741348,7.689008507244377
14900000,5,5.0,2184.207862,40.7758194,-73.9785263,16.51687177091569,7.689008507244377
1695000,5,2.0,2250.0,40.686947,-73.9261885,14.343193298796688,7.718685495198466
2499000,5,2.3738608579684373,4100.0,40.7107701,-73.8406935,14.73140120981709,8.318742252692399
1970000,4,4.0,2508.0,40.6965326,-73.9839654,14.493544100714171,7.827240901752812
1895000,2,2.0,2184.207862,40.673976,-73.973535,14.454729396498664,7.689008507244377
689000,3,2.3738608579684373,1248.0,40.6137764,-74.1600305,13.442996549995796,7.129297548929373
649999,3,2.0,1440.0,40.5803331,-74.0885167,13.384726103409099,7.272398392570047
669000,3,2.0,864.0,40.5993523,-74.0953882,13.413539339110365,6.761572768804055
800000,3,2.0,825.0,40.6222734,-73.924094,13.592367006650065,6.715383386334681
2375000,1,2.0,2184.207862,40.7252187,-73.9929764,14.68050799545088,7.689008507244377
2400000,6,6.0,6688.0,40.6738566,-73.9506085,14.690979295318174,8.808070154764538
390000,2,1.0,586.0,40.574103,-74.0931668,12.873902018105829,6.373319789577012
2250000,1,1.0,2184.207862,40.737308,-74.0046666,14.626440774180603,7.689008507244377
1450000,4,2.3738608579684373,2700.0,40.5273093,-74.1753435,14.187074114396758,7.90100705199242
725000,2,2.0,792.0,40.6898164,-73.9062474,13.493926933836812,6.674561391814426
269000,1,1.0,2184.207862,40.8968048,-73.9087471,12.502466658583977,7.689008507244377
695000,2,2.0,2184.207862,40.7651716,-73.9678719,13.45166712454693,7.689008507244377
1300000,3,2.0,2184.207862,40.8109146,-73.853921,14.077874822431765,7.689008507244377
459000,3,2.0,1250.0,40.5866482,-73.9845156,13.036805489042683,7.1308988302963465
689999,3,2.0,1008.0,40.621814,-74.1406264,13.44444542729703,6.915723448631314
425000,3,2.0,1405.0,40.7381853,-73.8581248,12.959844447906553,7.247792581767846
10000000,5,4.0,6800.0,40.764989,-73.9655331,16.11809565095832,8.824677891164198
1525000,2,2.0,2184.207862,40.784623,-73.9826586,14.237504968023648,7.689008507244377
1499000,9,6.0,3519.0,40.583514,-73.9738903,14.220308777084735,8.165932137321585
695000,2,2.0,2184.207862,40.7651716,-73.9678719,13.45166712454693,7.689008507244377
1300000,3,2.0,2184.207862,40.8109146,-73.853921,14.077874822431765,7.689008507244377
269000,1,1.0,2184.207862,40.8968048,-73.9087471,12.502466658583977,7.689008507244377
425000,3,2.0,1405.0,40.7381853,-73.8581248,12.959844447906553,7.247792581767846
1499000,9,6.0,3519.0,40.583514,-73.9738903,14.220308777084735,8.165932137321585
519000,3,2.0,1480.0,40.5939378,-74.1843153,13.159659162148026,7.299797366758161
358000,2,1.0,2184.207862,40.7855174,-73.7797613,12.788288265382837,7.689008507244377
975000,3,1.0,2184.207862,40.7455051,-74.0016003,13.790192749979985,7.689008507244377
29200000,12,10.0,11638.0,40.747472,-73.9796788,17.18967926723851,9.362030885216615
498000,2,1.0,975.0,40.6351164,-74.0311609,13.11835535600679,6.882437470997847
385000,1,2.0,900.0,40.7839299,-73.77643,12.86099861326992,6.802394763324311
999000,6,2.0,3144.0,40.8451067,-73.8601577,13.81451005763069,8.053251153549096
399000,1,1.0,2184.207862,40.7531191,-73.8818757,12.896716695872,7.689008507244377
599000,4,4.0,2800.0,40.5387352,-74.1423893,13.303016877097587,7.937374696163295
829888,4,2.3738608579684373,1800.0,40.521278,-74.2230351,13.629046030908556,7.495541943884256
699998,3,2.0,1548.0,40.5953144,-74.1628286,13.458832756878603,7.344719054149673
1088000,5,2.0,2184.207862,40.7186003,-73.8453488,13.899851706398024,7.689008507244377
999000,6,2.0,1280.0,40.8808173,-73.8350832,13.81451005763069,7.154615356913663
1188888,15,9.0,2184.207862,40.7075546,-73.9036964,13.988528974432084,7.689008507244377
265000,1,1.0,700.0,40.7824499,-73.7765099,12.487485104968359,6.551080335043404
288000,1,1.0,845.0,40.5894827,-73.9395372,12.570715759118084,6.739336627357174
999995,3,2.0,1750.0,40.7640501,-73.964336,13.815505557951774,7.4673710669175595
1495000,2,2.0,1350.0,40.7708195,-73.9595235,14.217636764806924,7.2078598714324755
925000,1,1.0,1000.0,40.7699425,-73.9583558,13.737549016494562,6.907755278982137
349000,2,1.0,2184.207862,40.7050355,-73.8241699,12.762827201184564,7.689008507244377
2000000,4,4.0,3000.0,40.7573479,-73.9614914,14.508657738524219,8.006367567650246
839000,3,2.0,1376.0,40.5905451,-73.9910402,13.639965985449344,7.226936018493289
329000,1,1.0,820.0,40.7157399,-73.83672,12.70381302974751,6.709304340258298
899000,6,3.0,3683.0,40.8796143,-73.856153,13.709038313453757,8.211482916445066
615000,3,2.0,2184.207862,40.6610456,-73.9019953,13.329377546788654,7.689008507244377
800000,2,2.0,1257.0,40.7917785,-73.9406204,13.592367006650065,7.136483208590247
430000,2,2.0,1248.0,40.6123868,-74.1511288,12.971540487669746,7.129297548929373
499000,3,2.0,1288.0,40.6166867,-74.1576647,13.120361374733656,7.160845906664299
439500,3,2.0,1400.0,40.7047878,-73.8344551,12.993392996107369,7.24422751560335
299000,1,1.0,2184.207862,40.7123992,-73.8339305,12.608198852372823,7.689008507244377
2580000,8,2.3738608579684373,6493.0,40.6050685,-74.0969483,14.7632999568978,8.778479952508487
200000,1,1.0,613.0,40.840459,-73.8542045,12.206072645530174,6.418364935936212
425000,3,1.0,2184.207862,40.8189893,-73.953108,12.959844447906553,7.689008507244377
69000,1,1.0,850.0,40.8366623,-73.9239586,11.141861783579396,6.745236349484363
1995000,3,2.0,1546.0,40.8018548,-73.9672877,14.506154608306101,7.343426229147367
230000,1,1.0,620.0,40.8028416,-73.9670229,12.345834587905333,6.429719478039138
220000,1,1.0,590.0,40.7130136,-73.8230375,12.301382825334498,6.380122536899765
198000,3,1.0,2184.207862,40.756144,-73.8213672,12.196022309676673,7.689008507244377
1495000,1,2.0,2184.207862,40.7382884,-73.9851838,14.217636764806924,7.689008507244377
475000,1,1.0,615.0,40.7779975,-73.9445342,13.071070083016778,6.421622267806518
199900,2,1.0,2184.207862,40.6779049,-73.733881,12.205572520488492,7.689008507244377
1150000,2,2.0,1444.0,40.5882505,-74.1087291,13.955272500339433,7.275172319452771
1575000,3,2.0,2184.207862,40.6683947,-73.9762195,14.269765830241871,7.689008507244377
229000,1,1.0,2184.207862,40.7562792,-73.8758052,12.341477282536376,7.689008507244377
2700000,8,4.0,2184.207862,40.6914843,-73.9676428,14.808762330974558,7.689008507244377
320000,2,2.0,936.0,40.8236857,-73.8611313,12.676076274775909,6.841615476477592
295000,2,1.0,700.0,40.6196386,-73.9707307,12.594730635321957,6.551080335043404
550000,3,2.0,2184.207862,40.6498755,-73.9375091,13.217673557208654,7.689008507244377
285000,2,1.0,1000.0,40.8362269,-73.8612346,12.560244459250788,6.907755278982137
328000,1,1.0,800.0,40.743059,-73.880983,12.70076888736628,6.684611727667927
1388000,4,3.0,2184.207862,40.774158,-73.7957477,14.143374420048886,7.689008507244377
3000000,10,10.0,2184.207862,40.6949321,-73.9928542,14.914122846632385,7.689008507244377
2198888,7,6.0,2184.207862,40.7032697,-73.9088462,14.603462335997879,7.689008507244377
650000,6,2.0,2310.0,40.8244358,-73.8633737,13.38472764187182,7.745002803515839
1100000,1,2.0,890.0,40.7598542,-73.9874427,13.9108207377686,6.7912214627261855
2649000,5,4.0,4050.0,40.6820924,-73.9393924,14.789692768254207,8.306472160100585
849000,2,1.0,800.0,40.6662599,-73.9870141,13.651814465293484,6.684611727667927
6500000,2,2.0,2184.207862,40.778004,-73.962547,15.687312734865866,7.689008507244377
560000,3,1.0,550.0,40.777244,-73.9868738,13.235692062711331,6.309918278226516
1100000,1,2.0,890.0,40.7598542,-73.9874427,13.9108207377686,6.7912214627261855
2649000,5,4.0,4050.0,40.6820924,-73.9393924,14.789692768254207,8.306472160100585
849000,2,1.0,800.0,40.6662599,-73.9870141,13.651814465293484,6.684611727667927
418888,2,1.0,900.0,40.6339124,-74.0058434,12.945358860069808,6.802394763324311
2600000,3,3.0,3978.0,40.6083914,-74.0100209,14.77102200299171,8.288534459413917
899000,8,2.0,2160.0,40.8728082,-73.8469489,13.709038313453757,7.67786350067821
979000,8,3.0,2860.0,40.6597134,-73.9195979,13.794286921512647,7.958576903813898
199000,1,1.0,2184.207862,40.7282899,-73.8472,12.201060103706629,7.689008507244377
815000,3,1.0,2184.207862,40.751918,-73.9698335,13.610943392223,7.689008507244377
1025000,1,1.0,800.0,40.7712538,-73.950858,13.840203170554645,6.684611727667927
1375000,1,2.0,920.0,40.7645034,-73.9648503,14.133964289082808,6.824373670043086
875000,3,2.0,1437.0,40.8539526,-73.9345678,13.681979165339751,7.270312886079025
1350000,6,3.0,3000.0,40.5902653,-73.9455056,14.115615150414612,8.006367567650246
989000,7,3.0,2184.207862,40.6360957,-73.9018295,13.804449610604848,7.689008507244377
815156,4,4.0,2945.0,40.6402659,-74.110402,13.611134784949188,7.987864096085687
1949000,3,5.0,2560.0,40.5813374,-73.9589282,14.482826978489697,7.847762537473608
669000,5,2.0,1893.0,40.5967151,-73.7696424,13.413539339110365,7.545918151209323
900500,4,2.0,2184.207862,40.6468871,-73.8907758,13.710705443598147,7.689008507244377
1465000,3,3.0,2184.207862,40.7701914,-73.9590118,14.197365800433305,7.689008507244377
899000,3,1.0,1100.0,40.7604194,-73.9968086,13.709038313453757,7.003065458786462
1100000,1,1.0,726.0,40.7078844,-74.0140879,13.9108207377686,6.587550014824796
1199000,6,5.0,2184.207862,40.6662035,-73.8525027,13.996998434009651,7.689008507244377
325000,2,1.0,2184.207862,40.7989043,-73.9604812,12.691580461311874,7.689008507244377
599000,4,3.0,1176.0,40.638069,-74.1627747,13.303016877097587,7.069874128458572
1230000,4,3.0,2184.207862,40.700194,-73.8907488,14.0225247273486,7.689008507244377
3950000,3,3.0,2184.207862,40.7573949,-73.9606545,15.189226136877304,7.689008507244377
2147483647,7,6.0,10000.0,40.5184841,-74.2244185,21.487562596892644,9.210340371976184
1350000,10,5.0,3383.0,40.6828535,-73.8769965,14.115615150414612,8.12651816878071
799000,5,3.0,1800.0,40.6336127,-73.9276041,13.591116224748411,7.495541943884256
1599000,5,3.0,5600.0,40.5813757,-74.1131912,14.284888991816091,8.630521876723241
1299900,4,4.0,2755.0,40.5065922,-74.2393503,14.07779789639611,7.9211727215870145
370000,1,1.0,2184.207862,40.6939582,-73.9943695,12.821258284620408,7.689008507244377
3225,3,1.0,2184.207862,40.8434062,-73.9407947,8.078688229229872,7.689008507244377
3649000,3,2.0,2184.207862,40.7464683,-73.9872992,15.109963715418585,7.689008507244377
860000,5,3.0,2324.0,40.5768936,-74.0048793,13.664687668229691,7.751045117971802
765000,3,4.0,2205.0,40.611142,-74.0905357,13.547631112808673,7.6984827878809465
259000,1,1.0,750.0,40.6491203,-73.9440658,12.464583340681674,6.620073206530356
1500000,8,3.0,3135.0,40.6471477,-73.9489423,14.22097566607244,8.050384453067021
850000,2,2.0,1005.0,40.856444,-73.9377616,13.652991628466498,6.912742820493176
2494,2,1.0,2184.207862,40.8434062,-73.9407947,7.821643126239982,7.689008507244377
